x,y,dbh [mm],Tree species
394.8979116,924.206842,31.65432044,A
109.2838027,922.086176,386.2121042,A
485.559386,909.867381,140.6035059,A
360.6616991,903.1501343,15.88295975,A
383.4269845,902.2585063,384.789705,A
253.6031568,898.9800015,76.10489452,B
107.6357358,898.7117396,341.3377277,B
148.8397152,897.5404126,319.9438953,A
376.1724843,896.1496019,11.94716995,A
40.15592334,895.345438,291.181755,B
139.1771041,894.6501496,310.8501705,A
483.8342271,893.7912718,212.2936903,B
429.5715896,886.2783129,120.9696891,B
496.0026237,884.2027767,290.3761612,B
18.34991737,880.7110516,114.6347957,B
294.6749923,879.0797922,197.9546742,A
195.2770941,877.6045619,337.3426547,A
65.03128971,872.63967,114.5331651,A
236.9473223,872.1078236,177.7482028,B
324.9229578,871.7484758,356.9996783,B
204.2242382,864.4064399,221.7391515,B
183.8467686,851.8366576,301.9026221,A
6.399579113,838.2210985,377.4364566,B
112.727634,835.8097959,381.4345157,B
481.4314008,831.4613509,399.2585557,B
178.7992835,825.6887207,259.8195982,B
295.0138041,823.4701171,15.32459087,B
200.8433882,822.003518,112.0580577,B
373.7419482,819.647087,202.9511439,A
417.6996523,819.2223073,30.61446161,B
365.7484173,812.2764672,283.3997572,A
79.50488327,804.8013027,59.93485999,A
162.4954996,797.3942223,302.9622904,B
63.09751375,797.2459786,229.8140445,A
21.83254942,782.9963423,44.36602852,A
319.875423,782.9892996,242.1389103,A
9.561615812,780.1731469,22.93627968,A
284.8261876,778.8879008,304.4885628,B
35.10842309,778.7362668,57.25923948,B
52.04022885,776.1924537,94.0172294,A
134.9028436,776.050983,153.0902311,A
15.86156507,773.4840489,47.28497407,A
475.37261,772.5981046,366.2322881,B
11.77444297,772.4193376,326.0574486,A
9.114104368,770.8627119,19.90884184,A
195.5856143,769.1371574,320.9018518,A
185.156986,768.1651277,32.4236527,B
349.6406882,766.0394059,287.1856732,A
363.6475815,765.247113,17.59629225,A
371.9894736,762.4336786,182.5987242,A
378.2743547,761.1895348,30.82036274,A
186.644992,761.0279969,319.3636543,B
354.4647328,760.8539497,354.0075291,A
24.88261492,759.6198767,15.82609143,A
330.3152841,753.6392885,113.4423319,A
170.5211098,750.5493174,35.83973132,B
256.2929741,750.1585574,63.37430217,B
370.8902074,749.516258,410.1636106,A
476.5920198,747.2786247,169.0722953,A
344.6640497,741.9826519,16.83055621,A
348.1710678,741.388459,34.19453289,A
478.1841045,740.2959762,300.3422299,A
347.5980489,739.9840031,38.91873247,A
31.42101539,738.6895118,341.4139489,A
353.4101815,737.0704991,47.63352397,A
355.4039295,729.2947592,31.62579376,A
334.4956564,721.4784684,39.46563555,A
14.22236464,714.8555284,37.36338618,B
9.192255326,714.1489612,12.50864602,A
339.2480813,714.1335693,363.2345333,A
271.4574606,713.6856692,288.4192653,A
338.8401905,704.6841014,31.78884588,A
357.7174666,704.6800853,12.14327302,A
499.7631419,702.6702494,20.25983418,B
355.7416064,701.11671,26.59714255,A
198.0437271,699.8251833,313.1849503,B
156.8700928,698.8887833,285.4131902,A
46.80029629,698.6086243,399.2030479,B
355.4121404,695.6808278,26.42947549,A
188.4249895,694.1691062,345.9417153,A
406.4549529,692.2028924,118.3742877,A
342.8940378,689.8603144,37.63699189,A
361.7092165,688.2780467,414.5872104,A
146.0862403,687.8410913,56.51489235,B
216.8003452,687.3539586,23.8077555,A
352.2400565,686.803521,44.09891026,A
264.3024111,685.6950864,351.2741997,B
467.6801194,684.3537675,48.24395481,B
233.9096436,684.2194383,322.1193525,A
473.5926124,676.7386671,16.38075089,B
255.4986735,676.6978421,53.80100996,A
77.26102718,676.3100587,158.5450377,A
339.6766937,675.1673108,464.3466172,A
405.4634141,674.4323622,27.21769539,B
459.158516,672.6776092,35.07931016,B
323.2008956,670.7324403,10.1204759,A
364.6599936,670.3410797,33.08506603,A
341.7891733,668.8399184,23.44457413,A
393.0941873,667.3153455,49.25622736,B
457.6360555,666.4489315,27.80435828,B
431.2358056,665.6456315,263.0833439,B
206.8292057,665.3834775,372.3520892,A
391.6944238,664.7775662,16.2415462,B
209.1285365,664.3968145,49.14683803,A
470.7461103,663.1571518,319.7250893,B
358.0712951,662.0673593,236.5208414,B
390.6060971,658.0542582,449.5110231,B
456.1194622,657.809411,47.85392447,B
193.8527989,656.6453813,26.32625739,A
400.214729,653.8274816,29.40499502,B
405.6897524,653.0328668,33.81166859,B
448.6624176,652.2637107,385.5341638,B
465.7797384,651.6354912,47.12570774,B
481.581118,649.5607404,23.85646012,B
12.05467538,646.8384184,16.93976996,B
85.22683429,646.7056454,267.5299526,A
22.33454116,645.9441525,33.48508869,B
142.2100846,645.1559565,123.6772269,A
192.7058214,636.0239955,91.92426807,A
380.9161784,634.9184615,34.57472829,B
34.11465765,634.3787837,27.3110515,B
33.89877766,633.1043422,13.65486038,B
27.36728743,631.1107713,441.4949533,B
20.18851074,629.7630757,33.54450733,B
32.52301402,625.2977226,29.17080393,B
265.2539902,624.4345838,49.44103201,B
251.6771817,624.0861893,369.1125617,A
355.893759,623.9360034,31.02845265,B
26.1529159,621.7140672,81.96618685,A
21.92825412,620.5660824,20.67916504,B
30.49318935,620.0325071,47.53206138,B
38.08664605,617.9688347,21.04790139,B
385.4636508,617.5822709,262.3507858,B
427.7535306,616.7115162,49.29391503,B
207.0444258,616.5370641,207.5054264,B
455.2963352,614.5952261,33.13318267,B
186.6321755,611.1706623,395.5692356,B
436.4540398,607.9114347,36.93585326,B
448.962781,606.9949081,28.72387154,B
369.8695384,606.6890058,29.47074974,B
443.6780243,606.6887553,368.6387009,B
205.2023001,606.2038101,41.22889439,B
370.0511879,606.1777726,430.9625293,B
440.9237358,605.0947726,45.16130429,B
93.07747581,603.0161395,14.00320107,A
447.5442398,598.0607695,13.5132618,B
361.1916971,597.5566188,34.36124587,B
86.95849429,597.0529453,33.58599363,A
189.6744757,594.4276226,262.0534956,A
438.1104021,592.6331017,43.54814435,B
111.9631925,589.761613,16.45691154,A
455.228109,587.7729676,28.43774849,B
411.7294935,583.8024607,65.35040853,A
69.30436358,582.7848273,43.27739959,A
86.47066972,581.7499382,457.0468075,A
272.1151086,581.5385587,387.3438963,A
72.03024602,571.8481753,149.6966917,A
91.17061072,571.463013,19.31217648,A
152.0649054,569.7200829,149.0486992,B
86.78479404,569.6016491,20.24361904,A
248.7639412,560.8379068,213.7355,B
76.90337754,553.8331785,379.6813079,A
463.8386553,541.8485813,360.8261787,A
75.20536403,540.3910121,226.3708253,A
421.7213748,539.9157023,173.677606,A
443.6392258,534.5848496,78.80131984,A
40.71056587,533.3334841,303.0009523,A
318.6183888,529.2039402,139.3484478,A
166.8569527,528.8236658,251.5513841,B
365.8011804,518.22601,91.56433337,A
113.2464613,516.5402816,49.30977285,A
99.62030229,512.816145,33.39077109,A
421.2559086,507.1304976,397.4415622,B
267.2614068,504.4470329,42.74481944,B
99.23823559,504.1194485,18.94912888,A
265.951535,502.548642,405.5918239,B
224.4135309,502.2416601,248.2315642,A
271.5349065,501.7190436,27.65350154,B
118.5954636,500.9156577,327.278615,A
114.1171176,499.2993298,20.73357449,A
266.7721134,496.1792732,28.81213919,B
110.2438563,496.0406244,21.29464557,A
38.32017475,490.5544739,47.89829162,B
288.4879111,489.4875986,33.87472326,B
50.57046539,486.0815736,122.4986101,B
71.43102819,484.5488162,325.2571525,A
388.2024046,479.7612447,287.8891242,B
25.82558431,469.3311902,325.3582906,B
29.86028241,465.2744414,21.77013182,B
28.76323374,463.8353229,16.36087376,B
25.24628296,462.9479467,15.92534465,B
39.98574845,457.1044529,41.4915056,B
22.22980052,454.982198,17.63501087,B
130.8085404,452.5491029,363.525575,A
130.0559433,449.3317693,15.87309148,A
123.8719143,448.0580678,21.16073376,A
133.1172024,444.8751387,32.03877494,A
148.9727362,444.7244883,212.5710526,A
68.68889529,435.950981,19.85924222,A
474.1999173,435.1970316,180.9057655,A
63.04421569,432.6776961,11.50406106,A
54.44533148,432.1142286,33.99497652,A
68.44925579,431.4565457,26.32715586,A
59.23116032,430.3752147,20.78306317,B
60.53368922,427.5617814,470.1117488,A
56.12291368,426.3116605,18.17791344,A
66.45867149,420.3180847,40.83275508,A
209.1739313,415.9282518,50.76068365,B
57.0334657,414.5599288,46.78881918,A
96.98164149,413.6695073,252.5767635,A
464.4103274,413.6297132,130.5717522,A
163.4460954,409.5775383,17.7484497,A
404.2562247,409.0676489,242.1973812,B
330.1172494,401.5917389,368.5293182,A
400.4389739,397.8660889,152.3346875,B
82.76080096,396.0902567,250.0698492,A
342.8739118,386.4365502,35.06007595,B
316.2250983,384.0021042,59.72525132,A
374.9363146,381.6642959,120.7570863,B
432.6860011,380.7073578,136.0065166,B
54.66029467,376.4769526,238.129069,A
266.9324222,375.8265108,10.53564542,A
153.3848963,365.6280811,330.474355,A
46.57587269,359.2010362,84.72392373,A
377.3669656,358.8910263,136.9937643,A
335.382757,358.5031906,133.3761268,B
128.5750777,358.2206834,32.9945019,A
221.7424049,355.4856807,53.88179833,B
171.7645845,351.1942222,276.2299835,A
104.1533408,346.2142518,333.990133,A
418.3146338,345.1046688,226.805167,B
302.4839431,330.6555283,47.73028609,A
302.9537732,327.6170692,39.76724956,A
191.1649052,327.4432248,148.6051931,B
25.50733613,326.06886,244.1024613,B
307.9818066,323.0409685,491.6126038,A
357.6057132,321.6076936,40.07095968,B
399.9550049,317.9783575,37.11382807,A
441.8350456,316.5563105,397.10587,B
206.8184956,315.0268388,319.5033912,A
153.8524523,312.3117131,391.4543545,B
376.5011393,309.9528481,11.79886573,A
396.884679,309.049173,14.37425902,A
395.2722714,307.2557508,352.2412849,A
223.6009263,306.5006086,158.0018274,A
396.7333111,304.6047778,88.58888095,B
325.4354899,303.5528211,46.10237525,A
377.3341897,300.6756636,10.08686866,A
158.9015441,298.0698897,20.07754144,B
65.80658711,294.3968375,102.1234553,A
398.9759818,292.257308,14.87031534,A
302.0736482,288.6597516,302.0390578,B
228.6789565,277.2733106,249.5622478,A
376.9138519,265.0872965,360.8024783,A
291.2360273,258.4699399,267.8336481,A
388.315878,251.0564975,342.9648945,A
386.8466205,249.4530715,176.8318131,B
388.1898115,248.8174133,130.4894102,B
91.62494015,241.2390187,19.42324736,B
204.1256508,240.5554678,310.5455639,A
110.27131,235.6854051,446.5104274,B
115.3288283,233.0695174,42.05024726,B
205.0320775,232.3676408,239.3399381,B
371.5028738,231.4328789,359.5168608,B
104.7859702,229.3500548,29.81258535,B
106.6297741,229.2966484,33.64682381,B
344.1465406,227.9969298,20.39275046,B
212.866963,227.3104906,49.31930677,A
352.4377811,224.4557099,29.44471487,B
117.9505949,221.8909328,12.99210079,B
352.9353949,221.5416227,411.3840416,B
50.01852568,221.2712504,50.03770822,B
364.5207319,220.0775994,16.61667814,B
326.0373485,219.4755275,240.1105637,B
335.6556077,218.3733567,46.60950137,B
105.4997688,215.7932108,29.38055186,B
44.54215325,212.3227962,246.7544195,B
221.5576555,210.2541772,370.9220766,B
413.903421,209.5111618,47.87260479,B
406.3736452,206.6004537,89.27298493,B
228.9036999,198.7828137,48.92908052,B
226.0861222,197.9645002,105.5752055,B
153.2460727,192.3286123,297.0544772,B
212.3091714,190.8151223,184.9412327,A
455.6393469,187.1156502,54.58880743,B
437.448096,185.1261684,176.4889073,B
194.4334876,172.1515687,27.18212609,B
180.6853809,169.7940392,22.5139657,B
144.5840276,169.3492045,326.5754893,A
188.9088777,168.2383763,373.2480865,B
200.1064377,167.3107246,26.44042516,B
185.2689526,164.8850034,18.71082716,B
189.8626123,161.5699,27.25035318,B
313.1782779,140.6611877,58.17966066,B
286.186752,139.8233685,329.9906091,B
8.437725832,139.5819522,391.8891435,A
367.9219112,138.8927749,16.90320169,A
408.849283,137.6782297,14.58200492,A
412.7992131,137.511898,33.45808888,A
401.5632231,134.0186139,36.53010737,A
406.9473835,133.0432033,333.0249055,A
377.6202791,131.7453454,44.54560626,A
263.7890322,130.6351376,49.73668316,A
405.8708302,129.0633474,10.68708737,A
413.9744352,128.7886784,47.45826577,A
209.8787695,126.4681458,276.5228857,A
377.6864799,125.0330199,26.78230421,A
392.2067214,124.0150779,460.5800536,A
393.7203656,123.8660927,30.15652755,A
401.2596989,122.8906656,39.75426002,A
409.3612914,122.546921,22.94895442,A
405.1155841,119.0038762,15.87270092,A
282.9765124,117.4976842,346.5600272,A
291.3350278,114.0921161,48.6692257,A
122.4819133,110.6282722,356.3340094,B
301.781588,108.3773008,43.91664734,A
67.94493983,104.6073979,326.7109438,A
497.6505464,103.3120234,40.54510159,B
386.194611,103.0317611,41.00433509,A
413.592052,99.94697175,46.04814978,A
410.0357293,97.67969475,41.14027753,A
351.9476375,97.29440813,90.67610492,B
200.5814194,94.95864692,242.9803156,B
354.5173783,94.61652744,21.94284973,B
316.4024372,94.60839164,399.4742851,B
414.7988611,89.52477423,44.08163138,A
409.7433493,89.41592253,426.966438,A
189.2476129,89.32795186,44.97472818,A
152.3456685,84.81213361,15.40828845,A
163.4291449,83.88122683,382.696412,A
169.6391554,83.00558916,19.39669191,A
357.7465677,79.84691835,285.8122923,B
426.4705987,79.68395707,17.83391609,A
363.5842657,76.93610154,270.1592783,A
167.8335382,74.69838608,44.48902373,A
179.4924732,72.96678924,28.18394055,A
145.3039458,72.52403614,46.2965042,A
410.2461968,68.28765315,83.95012206,A
261.9804624,62.91031814,154.895311,A
479.3566656,61.99212768,130.0665208,B
391.9073717,60.45993371,86.81687708,B
168.135838,58.9496803,92.85816682,A
304.4647601,55.97738526,277.3182923,A
355.1522904,51.20832194,267.346228,A
274.5290368,50.38533994,48.79193716,A
275.956296,48.7260443,35.18500471,A
319.6356578,44.8125049,307.0667991,B
46.27533758,41.76778463,370.069458,B
277.3132548,37.37329831,424.0644388,A
147.8059472,36.71906345,31.28861217,B
161.3945534,34.20434618,34.20370304,B
276.6910686,31.51906809,44.91063762,A
377.5453166,30.8546368,23.20367903,A
271.1422617,27.33825964,31.01260556,A
48.97963593,26.21226734,121.4773493,B
139.3974809,19.19960187,27.99985504,B
146.1484649,16.8964013,315.815558,B
320.4269126,14.76817322,322.0081979,A
282.9360939,11.69385551,381.9576327,B
38.69685892,11.34517067,379.0860559,A
204.6998863,8.871939033,279.3325645,B
286.026441,8.140409598,290.6208175,A
154.5121682,7.130350584,19.10308314,B
